Industry,Occupation,Person,Year,Content,Type,Source
Washington,Politician,Roy Moore,1991,"Tina Johnson, then 27, said that Moore grabbed her buttocks while she was in his law office to sign documents transferring custody of her son to her mother in 1991. Johnson also said that Moore commented on her looks and it made her feel uncomfortable.",Allegation,http://www.al.com/news/index.ssf/2017/11/new_roy_moore_accuser_he_didnt.html
Washington,Politician,Roy Moore,1979,"A second woman, Wendy Miller, in the same The Washington Post report, outlined an account about Moore approaching her while she was working at Gadsden Mall as Santa's helper at 14 and later at 16 when he asked her out on dates, which her mother prohibited due to his age.",Allegation,https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html?utm_term=.5c551b629494
Washington,Politician,Roy Moore,1979,"A third woman, Debbie Wesson Gibson, in the same The Washington Post report, described Moore asking her out after speaking at her high school civics class when she was 17 and Moore was 34. She said they dated for two or three months which included kisses, but did not say that Moore forced her into any sort of relationship or sexual contact.",Allegation,https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html?utm_term=.5c551b629494
Washington,Politician,Roy Moore,1977,"A fourth woman, Gloria Thacker Deason, spoke of dating 32 year old Moore over several months after meeting him at the Gadsden Mall when she was 18. She said that her dates included bottles of Mateus RosÃ© wine and tropical cocktails, while the legal drinking age in Alabama at the time was 19. She also stated that the dates were approved by her mother, and included kissing, but did not say that Moore forced her into any sort of relationship or sexual contact.",Allegation,https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html?utm_term=.5c551b629494
Washington,Politician,Roy Moore,1978,"Kelly Harrison Thorp claimed Moore approached her asking for a date while she was working at a Red Lobster. She was 17 then and Moore was in his early 30's. Thorp asked if he knew how old she was, and she says that he stated: ""I go out with girls your age all the time."" Thorp denied his request.",Allegation,http://www.al.com/news/index.ssf/2017/11/new_roy_moore_accuser_he_didnt.html
Washington,Politician,Roy Moore,1977,"Gena Richardson stated that Moore started pursuing her when she was a senior in high school, near her 18th birthday.[32] Richardson stated that Moore approached her when she was working in Sears at the Gadsden Mall and asked for her phone number.[32] According to Richardson, after she refused to give Moore her number, Moore called her at her high school and asked her out on a date.[32] Richardson stated that she eventually went on a date with him, and when she started to get out of his car, ""he grabbed [her] and pulled [her] in and ... kissed [her].""[32] Richardson said the kiss scared her and described it as ""a man kiss â€” like really deep tongue. Like very forceful tongue. It was a surprise.""[32] Richardson's account was corroborated by classmate and Sears co-worker Kayla McLaughlin.",Allegation,https://www.washingtonpost.com/investigations/two-more-women-describe-unwanted-overtures-by-roy-moore-at-alabama-mall/2017/11/15/2a1da432-ca24-11e7-b0cf-7689a9f2d84e_story.html
Washington,Politician,Roy Moore,1977,"Becky Gray said she was 22 and working in the local mall when Moore ""started coming up to"" her, resulting in her repeatedly rejecting his dating offers. She said she ""...thought he was 'old'."" Gray complained to her store manager after becoming disturbed by Moore's advances.",Allegation,https://www.washingtonpost.com/investigations/two-more-women-describe-unwanted-overtures-by-roy-moore-at-alabama-mall/2017/11/15/2a1da432-ca24-11e7-b0cf-7689a9f2d84e_story.html
Washington,Politician,Roy Moore,2001,Elected to the position of Chief Justice of the Supreme Court of Alabama in 2001.,Achievement,
Washington,Politician,Roy Moore,1977,He graduated in 1977 with a Juris Doctor degree and returned to Gadsden to begin private practice with a focus on personal injury and insurance cases.,Achievement,
Washington,Politician,Roy Moore,1982,Moore quit his prosecuting position to run as a Democrat for the county's circuit-court judge seat in 1982,Achievement,
Washington,Politician,Roy Moore,1978,"Assistant District Attorney for Etowah County, Alabama.",Achievement,
Washington,Politician,Roy Moore,1992,Judge for the Sixteenth Circuit Court of Alabama.,Achievement,
Washington,Politician,Roy Moore,2013,Elected to the position of Chief Justice of the Supreme Court of Alabama in 2013.,Achievement,
Washington,Politician,Roy Moore,2017,Endorsed by President Trump in his race for a seat in the Alabama Senate.,Achievement,
Washington,Politician,Roy Moore,2017,"He is the Republican nominee in the December 12, 2017 United States Senate special election in Alabama against Democratic nominee Doug Jones, and was endorsed by Donald Trump.",Outcome,
Washington,Senator,Al Franken,2006,"LeeannTweeden, a female radio host. She claimed Franken, now Minnesota's junior Democratic senator, groped her while she was sleeping aboard a military plane on her way home from a USO tour in 2006. The alleged incident was captured in a photograph. She also claimed he forcibly kissed her when they were practicing a performance together for troops overseas.",Allegation,http://abcnews.go.com/US/sen-al-frankens-accusers-accusations-made/story?id=51406862
Washington,Senator,Al Franken,2010,"Lindsay Menz accused Franken of groping her while posing for a photo together at the Minnesota State Fair in 2010. â€œMy husband steps away from us to take the photo. I stand next to Sen. Franken and he pulls me into him and then he moves his hand to my butt,â€ù Menz, 33, told ABC News' chief national correspondent Tom Llamas. â€œI was shocked.â€ù",Allegation,http://abcnews.go.com/US/sen-al-frankens-accusers-accusations-made/story?id=51406862
Washington,Senator,Al Franken,2007,"The first woman's alleged incident reportedly took place on June 25, 2007, at an event in Minneapolis hosted by the Minnesota Women's Political Caucus. Franken was not a senator but would have been running for his senatorial bid at the time of the alleged incident. ""My story is eerily similar to Lindsay Menzâ€™s story,"" the first woman told Huffington Post. ""He grabbed my buttocks during a photo op.""",Allegation,http://abcnews.go.com/US/sen-al-frankens-accusers-accusations-made/story?id=51406862
Washington,Senator,Al Franken,2008,"The second accuser, who also remains anonymous, said that Franken cupped her butt during a Democratic fundraiser in Minneapolis in 2008. The woman said that he suggested they visit the bathroom together, the Huffington Post reports.",Allegation,http://abcnews.go.com/US/sen-al-frankens-accusers-accusations-made/story?id=51406862
Washington,Senator,Al Franken,2009,"On March 25, 2009, he was presented with the USO Metro Merit Award for his 10 years of involvement with the organization.",Achievement,
Washington,Senator,Al Franken,2004,"Franken signed a one-year contract in early 2004 to host a talk show for Air America Radio's flagship program with co-host Katherine Lanpher, who remained with the show until October 2005.",Achievement,
Washington,Senator,Al Franken,2007,Announces his candidacy for the United States Senate from Minnesota.,Achievement,
Washington,Senator,Al Franken,2008,Elected Senator of Minnesota.,Achievement,
Washington,Senator,Al Franken,2014,"Reelected in 2014 Minnesota U.S. Senate Democraticâ€“Farmerâ€“Labor primary election, and 2014 Minnesota U.S. Senate election.
.
",Achievement,
Washington,Senator,Al Franken,2017,He is currently serving as the junior United States Senator from Minnesota.,Outcome ,
Washington,President,Donald Trump,1980,Jessica Leeds alleges Trump groped grabbed her breasts and tried to put his hand up her skirt.,Allegation,https://www.nytimes.com/2016/10/13/us/politics/donald-trump-women.html?_r=0
Washington,President,Donald Trump,1989,"In a divorce deposition, Trump's first wife used ""rape"" to describe an incident that transpired between them. After a settlement was reached, and the rape allegation became public in a 1993 book, Ivana softened the claim. As part of her nondisclosure agreement, she is not allowed to discuss her marriage to Trump without his permission.",Allegation,https://www.goodreads.com/book/show/1235837.Lost_Tycoon
Washington,President,Donald Trump,1993,"A former business partner, Harth alleges Trump forcibly kissed her on the lips and groped her breasts and grabbed her genitals, in what she referred to in a 1997 lawsuit as ""attempted rape"". On a previous occasion, she alleges, he groped her under the table during dinner with colleagues at the Plaza Hotel.",Allegation,https://www.theguardian.com/us-news/2016/jul/20/donald-trump-sexual-assault-allegations-jill-harth-interview
Washington,President,Donald Trump,1992,Kristen Anderson alleges Trump put his hand up her skirt and touched her genitals through her underwear.,Allegation,https://www.washingtonpost.com/politics/woman-says-trump-reached-under-her-skirt-and-groped-her-in-early-1990s/2016/10/14/67e8ff5e-917d-11e6-a6a3-d50061aa9fae_story.html?hpid=hp_hp-top-table-main_no-name%3Ahomepage%2Fstory&utm_term=.1e26b14d66ff
Washington,President,Donald Trump,1996,"Lisa Boyne alleges Trump insisted the female models walk across the table and that he looked up their skirts, commenting on whether they were wearing underwear and their genitalia.",Allegation,https://www.huffingtonpost.com/entry/donald-trump-models-skirts-underwear_us_57ffd172e4b0162c043ac07f?a8zlrf6r
Washington,President,Donald Trump,1997,Cathy Heller alleges Trump forcibly kissed her on the lips in public. ,Allegation,https://www.theguardian.com/us-news/2016/oct/15/donald-trump-sexual-misconduct-allegations-cathy-heller
Washington,President,Donald Trump,1997,"Temple Taggart, former Miss Utah alleges Trump forcibly kissed her on the mouth on two occassions, including the first time she met him.",Allegation,https://www.nytimes.com/2016/05/15/us/politics/donald-trump-women.html
Washington,President,Donald Trump,1997,"Mariah Billado,the former Miss Vermont Teen USA and other unnamed accusers allege Trump walked into the dressing room unannounced while teen beauty queens aged 15 to 19 were naked.",Allegation,https://www.buzzfeed.com/kendalltaggart/teen-beauty-queens-say-trump-walked-in-on-term=.ipZvJbmb#.mxJXw6d6
Washington,President,Donald Trump,1998,Karena Virginia alleges Trump grabbed her arm and touched her breast.,Allegation,https://www.theguardian.com/us-news/2016/oct/20/donald-trump-sexual-misconduct-tenth-woman-accuser
Washington,President,Donald Trump,2000,"Bridget Sullivan, former Miss New Hampshire alleges Trump walked in to the dressing room unannounced while contestants were naked.",Allegation,https://www.buzzfeed.com/jessicagarrison/heres-what-former-beauty-queens-think-of-donald-trump?utm_term=.lbnPZvBRe9#.phGL7NbQ6r
Washington,President,Donald Trump,2001,"Tasha Dixon, former Miss Arizona alleges Trump entered dressing rooms while her fellow contestants were ""half-naked"".",Allegation,https://www.cbsnews.com/news/former-miss-arizona-trump-came-strolling-right-in-to-miss-usa-dressing-room/
Washington,President,Donald Trump,2003,Melina McGillivray alleges Trump grabbed her buttock in a pavilion behind the main house in the middle of a group of people. ,Allegation,https://www.palmbeachpost.com/news/palm-beach-post-exclusive-local-woman-says-trump-groped-her/w5ii48gwdJY9htsLl88GcP/
Washington,President,Donald Trump,2005,"Jennifer Murphy, the former contestant on The Apprentice alleges Trump forcibly kissed her after a job interview.",Allegation,https://www.theguardian.com/us-news/ng-interactive/2017/nov/30/donald-trump-sexual-misconduct-allegations-full-list
Washington,President,Donald Trump,2005,Rachel Crooks alleges Trump kissed her forcibly on the lips.,Allegation,https://www.nytimes.com/2016/10/13/us/politics/donald-trump-women.html?_r=0
Washington,President,Donald Trump,2005,Natasha Stoynoff alleges Trump forcibly kissed her.,Allegation,https://people.com/politics/donald-trump-attacked-people-writer/
Washington,President,Donald Trump,2006,The former Miss Finland alleges Trump grabbed her buttocks during a photoshoot before an appearance on The Late Show with David Letterman.,Allegation,https://www.theguardian.com/us-news/2016/oct/27/trump-twelfth-woman-sexual-assault-accusation-ninni-laaksonen
Washington,President,Donald Trump,2006,"Jessica Drake alleges Trump forcibly kissed her and two female friends on the lips and when rebuffed, pursued her, asking: ""How much?""",Allegation,https://www.theguardian.com/us-news/2016/oct/22/trump-news-porn-star-jessica-drake-gloria-allred
Washington,President,Donald Trump,2006,"Samantha Holvey, former Miss North Carolina alleges Trump would barge into the pageant dressing room and inspected women like ""meat"". ",Allegation,https://www.cnn.com/2016/10/13/politics/donald-trump-miss-usa-contestant/index.html
Washington,President,Donald Trump,2007,The former contestant on The Apprentice has accused Trump of groping and kissing her on two occasions. She has filed a defamation claim against the now-president.,Allegation,https://www.theguardian.com/us-news/2016/oct/14/donald-trump-summer-zervos-apprentice-sexual-assault
Washington,President,Donald Trump,2013,The former Miss Washington 2013 alleges in a comment on Facebook that Trump repeatedly grabbed her buttocks and invited her to his hotel room.,Allegation,https://www.yahoo.com/lifestyle/donald-trump-reportedly-treated-miss-000000927.html
Washington,President,Donald Trump,1971,Trump was promoted to president of his father's company and renamed it The Trump Organization.,Achievement,
Washington,President,Donald Trump,1978,"Trump finished negotiations to develop Trump Tower, a 58-story, 202-meter (663-foot) skyscraper in Midtown Manhattan.",Achievement,
Washington,President,Donald Trump,1988,In 1988 Trump acquired the Plaza Hotel in Manhattan for a record-setting $407 million and asked his wife Ivana to manage its operation.,Achievement,
Washington,President,Donald Trump,1994,"In 1994, Trump became involved with a building on Columbus Circle that was swaying in the wind. He began a reconstruction project that stopped the swaying and gave the building a full makeover.[116][117] Trump thereafter owned commercial space in that 44-story mixed-use tower (hotel and condominium), which he named Trump International Hotel and Tower.",Achievement,
Washington,President,Donald Trump,1996,"In 1996, Trump acquired the Bank of Manhattan Trust Building, which was a vacant seventy-one story skyscraper on Wall Streetthat had briefly been the tallest building in the world when it was completed in 1930. After an extensive renovation, the high-rise was renamed the Trump Building at 40 Wall Street.",Achievement,
Washington,President,Donald Trump,1997,"In 1997, he began construction on Riverside South, which he dubbed Trump Place, a multi-building development along the Hudson River. The project encountered delays the following year because a subcontracter had to replace defective concrete.[120][121] He and the other investors in the project ultimately sold their interest for $1.8 billion in 2005 in what was then the biggest residential sale in the history of New York City.",Achievement,
Washington,President,Donald Trump,1994,Trump purchased a 50% share in the Empire State Building.,Achievement,
Washington,President,Donald Trump,2001,"In 2001, Trump completed Trump World Tower, which was across from the headquarters of the United Nations. For a while, the structure was the tallest all-residential tower in the world.",Achievement,
Washington,President,Donald Trump,1985,"In 1985, Trump acquired the historic Mar-a-Lago estate in Palm Beach, Florida for $5 million plus $3 million for the home's furnishings. The home was built in the 1920s by heiress and socialite Marjorie Merriweather Post, who envisioned the house as a future winter retreat for American presidents.",Achievement,
Washington,President,Donald Trump,1996,Trump purchased the Miss Universe pageants competition.,Achievement,
Washington,President,Donald Trump,2003,"Trump became the executive producer and host of the NBC reality show The Apprentice, in which a group of competitors battled for a high-level management job in one of Trump's commercial enterprises.",Achievement,
Washington,President,Donald Trump,2007,"In 2007, Trump received a star on the Hollywood Walk of Fame for his contribution to television on The Apprentice.",Achievement,
Washington,President,Donald Trump,2004,The Apprentice nominated for an Emmy award.,Achievement,
Washington,President,Donald Trump,2015,"On June 16, 2015, Trump announced his candidacy for President of the United States at Trump Tower in Manhattan.",Achievement,
Washington,President,Donald Trump,2016,"RNC Chairman Reince Priebus declared Trump the presumptive Republican nominee.[355] With nearly 14 million votes, Trump broke the all-time record in the history of the Republican Party for winning the most primary votes. He also set the record for the largest number of votes cast against the front runner.",Achievement,
Washington,President,Donald Trump,2016,"On Election Day, November 8, 2016, Trump received 306 electoral votes to Clinton's 232 votes. The counts were later adjusted to 304 and 227 respectively, after defections on both sides, formalizing Trump's election to the presidency",Achievement,
Washington,President,Donald Trump,2017,"Trump's inauguration as the 45th president was held on Friday, January 20, 2017.",Achievement,
Washington,President,Donald Trump,2017,Elected President.,Outcome,
Washington,President,George H. W. Bush,2003,"Rosyln Corriginan was allegedly groped on her buttocks by him when she was 16 at a November 2003 event in The Woodlands, Texas, office of the Central Intelligence Agency where Corriganâ€™s father gathered with fellow intelligence officers and family members to meet Bush.",Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,2013,"Actress Heather Lind was the first to openly accuse Bush of groping her while they posed for a photo during a promotional tour for her AMC series Turn: Washingtonâ€™s Spies in 2013. â€œHe didnâ€™t shake my hand. He touched me from behind from his wheelchair with his wife Barbara Bush by his side,â€ù Lind wrote in a now-deleted Instagram post on Oct. 24.",Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,2016,"New York-based actress Jordana Grolnick told Deadspin Bush groped her in August 2016 at a Maine theater where she was performing. She said that Bush came backstage with Barbara during the intermission of the play, The Hunchback of Notre Dame, and gathered with the cast for a photo.",Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,2014,Best-selling author Christina Baker Kline wrote in Slate that Bush groped her during an April 2014 photo op at a Barbara Bush Foundation for Family Literacy fundraiser in Houston.,Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,2006,"Amanda Staples, a former Maine Senate candidate said in a private Instagram post on Oct. 26 that Bush groped her in 2006.",Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,2004,"Liz Allen, a retired Erie Times-News journalist, said in an Oct. 26 Facebook post that Bush touched her from behind at a local business association event while taking a photograph with the former president in Erie, Pa. in 2004.",Allegation,http://time.com/5019182/george-hw-bush-groping-allegation/
Washington,President,George H. W. Bush,1967,Elected member of the US House of Representatives from Texas's 7th district.,Achievement,
Washington,President,George H. W. Bush,1971,Became 10th US Amabassador to the United Nations.,Achievement,
Washington,President,George H. W. Bush,1973,49th Chair of the Republican National Committee.,Achievement,
Washington,President,George H. W. Bush,1976,2nd Chief of the U.S. Liaison Office to the People's Republic of China.,Achievement,
Washington,President,George H. W. Bush,1976,11th Director of Central Intelligence.,Achievement,
Washington,President,George H. W. Bush,1981,43rd Vice President of the United States.,Achievement,
Washington,President,George H. W. Bush,1989,41st President of the United States.,Achievement,
Washington,President,George H. W. Bush,1993,"In 1993, Bush was awarded an honorary knighthood (GCB) by Queen Elizabeth II. He was the third American president to receive the honor, the others being Dwight D. Eisenhower and Ronald Reagan.",Achievement,
Washington,President,George H. W. Bush,1997,"In 1997, the Houston Intercontinental Airport was renamed George Bush Intercontinental Airport.",Achievement,
Washington,President,George H. W. Bush,2001,"His eldest son, George W. Bush, was inaugurated as the 43rd President of the United States on January 20, 2001.",Achievement,
Washington,President,George H. W. Bush,2011,"On February 15, 2011, he was awarded the Presidential Medal of Freedomâ€”the highest civilian honor in the United Statesâ€”by President Barack Obama.",Achievement,
Washington,President,George H. W. Bush,2017,"A spokesman for Bush said, ""At age 93, President Bush has been confined to a wheelchair for roughly five years, so his arm falls on the lower waist of people with whom he takes pictures. To try to put people at ease, the president routinely tells the same joke â€“ and on occasion, he has patted women's rears in what he intended to be a good-natured manner. Some have seen it as innocent; others clearly view it as inappropriate. To anyone he has offended, President Bush apologizes most sincerely.""",Outcome,
